,Letter,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_mcp_x,index_mcp_y,index_pip_x,index_pip_y,index_dip_x,index_dip_y,index_tip_x,index_tip_y,middle_mcp_x,middle_mcp_y,middle_pip_x,middle_pip_y,middle_dip_x,middle_dip_y,middle_tip_x,middle_tip_y,ring_mcp_x,ring_mcp_y,ring_pip_x,ring_pip_y,ring_dip_x,ring_dip_y,ring_tip_x,ring_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
0,a,0.4028571428571428,0.5857142857142857,0.5028571428571429,0.5542857142857143,0.5714285714285714,0.4857142857142857,0.5914285714285714,0.4,0.6,0.3342857142857143,0.5514285714285714,0.4028571428571428,0.5657142857142857,0.3171428571428571,0.5457142857142857,0.3457142857142857,0.5314285714285715,0.3942857142857143,0.4942857142857143,0.3885714285714285,0.5057142857142857,0.3,0.4885714285714285,0.3428571428571428,0.4828571428571429,0.3971428571428571,0.4428571428571428,0.3857142857142857,0.4485714285714285,0.3,0.44,0.34,0.44,0.3942857142857143,0.3885714285714285,0.3885714285714285,0.3885714285714285,0.3228571428571428,0.3914285714285714,0.3428571428571428,0.3971428571428571,0.3828571428571428
1,a,0.4057142857142857,0.5857142857142857,0.5028571428571429,0.5571428571428572,0.5714285714285714,0.4885714285714285,0.5885714285714285,0.4,0.6,0.3342857142857143,0.5485714285714286,0.4028571428571428,0.5628571428571428,0.3171428571428571,0.5457142857142857,0.3457142857142857,0.5314285714285715,0.3942857142857143,0.4942857142857143,0.3914285714285714,0.5,0.3,0.4885714285714285,0.3457142857142857,0.48,0.4,0.4428571428571428,0.3885714285714285,0.4457142857142857,0.3028571428571429,0.44,0.3428571428571428,0.4371428571428571,0.3971428571428571,0.3885714285714285,0.3914285714285714,0.3885714285714285,0.3228571428571428,0.3914285714285714,0.3457142857142857,0.3971428571428571,0.3828571428571428
2,a,0.4057142857142857,0.5885714285714285,0.5057142857142857,0.5571428571428572,0.5714285714285714,0.4828571428571429,0.5885714285714285,0.3942857142857143,0.5971428571428572,0.3285714285714285,0.5485714285714286,0.4,0.56,0.3142857142857143,0.5428571428571428,0.3457142857142857,0.5314285714285715,0.3971428571428571,0.4914285714285714,0.3885714285714285,0.4971428571428571,0.2971428571428571,0.4828571428571429,0.3457142857142857,0.4771428571428571,0.4,0.44,0.3857142857142857,0.44,0.3028571428571429,0.4342857142857143,0.3485714285714286,0.4342857142857143,0.4,0.3828571428571428,0.3914285714285714,0.3828571428571428,0.3228571428571428,0.3857142857142857,0.3485714285714286,0.3914285714285714,0.3857142857142857
3,a,0.4171428571428571,0.5914285714285714,0.5171428571428571,0.56,0.5828571428571429,0.4828571428571429,0.5971428571428572,0.3942857142857143,0.6,0.3285714285714285,0.5542857142857143,0.4,0.5657142857142857,0.3142857142857143,0.5457142857142857,0.3428571428571428,0.5342857142857143,0.3942857142857143,0.4971428571428571,0.3885714285714285,0.5057142857142857,0.3,0.4857142857142857,0.3428571428571428,0.4828571428571429,0.4,0.4428571428571428,0.3885714285714285,0.4485714285714285,0.3028571428571429,0.44,0.3428571428571428,0.4371428571428571,0.3971428571428571,0.3885714285714285,0.3942857142857143,0.3885714285714285,0.3257142857142857,0.3885714285714285,0.3457142857142857,0.3971428571428571,0.3828571428571428
4,a,0.4285714285714285,0.5942857142857143,0.5257142857142857,0.5657142857142857,0.5914285714285714,0.4857142857142857,0.6057142857142858,0.3942857142857143,0.6114285714285714,0.3285714285714285,0.5657142857142857,0.4,0.5742857142857143,0.3142857142857143,0.56,0.3428571428571428,0.5514285714285714,0.3914285714285714,0.5057142857142857,0.3885714285714285,0.5142857142857142,0.2971428571428571,0.5,0.3457142857142857,0.4971428571428571,0.4028571428571428,0.4542857142857143,0.3857142857142857,0.4571428571428571,0.3028571428571429,0.4514285714285714,0.3457142857142857,0.4514285714285714,0.4,0.4,0.3971428571428571,0.4,0.3228571428571428,0.4028571428571428,0.3457142857142857,0.4114285714285714,0.3885714285714285
5,a,0.4314285714285714,0.6,0.5314285714285715,0.5742857142857143,0.5942857142857143,0.4914285714285714,0.6085714285714285,0.3942857142857143,0.6171428571428571,0.3285714285714285,0.5628571428571428,0.4,0.5742857142857143,0.3142857142857143,0.5628571428571428,0.34,0.5542857142857143,0.3857142857142857,0.5085714285714286,0.3857142857142857,0.5142857142857142,0.2942857142857142,0.5028571428571429,0.34,0.4971428571428571,0.4,0.4571428571428571,0.3857142857142857,0.4571428571428571,0.3,0.4542857142857143,0.3457142857142857,0.4571428571428571,0.4,0.4028571428571428,0.3971428571428571,0.4028571428571428,0.3228571428571428,0.4085714285714286,0.3457142857142857,0.4171428571428571,0.3885714285714285
6,a,0.4257142857142857,0.6,0.5285714285714286,0.5714285714285714,0.5942857142857143,0.4857142857142857,0.6114285714285714,0.3914285714285714,0.6257142857142857,0.3285714285714285,0.5657142857142857,0.3971428571428571,0.5742857142857143,0.3057142857142857,0.5628571428571428,0.3428571428571428,0.5542857142857143,0.3942857142857143,0.5085714285714286,0.3828571428571428,0.5114285714285715,0.2885714285714286,0.5028571428571429,0.3428571428571428,0.5,0.4028571428571428,0.4571428571428571,0.3828571428571428,0.4571428571428571,0.2971428571428571,0.4542857142857143,0.3485714285714286,0.4571428571428571,0.4057142857142857,0.4028571428571428,0.3914285714285714,0.4057142857142857,0.3171428571428571,0.4114285714285714,0.3485714285714286,0.42,0.3914285714285714
7,a,0.4228571428571429,0.6,0.5257142857142857,0.5657142857142857,0.5914285714285714,0.4857142857142857,0.6085714285714285,0.3942857142857143,0.6228571428571429,0.3285714285714285,0.5685714285714286,0.4028571428571428,0.5771428571428572,0.3114285714285714,0.5628571428571428,0.3428571428571428,0.5542857142857143,0.3942857142857143,0.5114285714285715,0.3885714285714285,0.5142857142857142,0.2971428571428571,0.5028571428571429,0.3457142857142857,0.5028571428571429,0.4057142857142857,0.4571428571428571,0.3857142857142857,0.4542857142857143,0.3028571428571429,0.4514285714285714,0.3457142857142857,0.4542857142857143,0.4,0.4028571428571428,0.3914285714285714,0.4028571428571428,0.3228571428571428,0.4085714285714286,0.3428571428571428,0.4171428571428571,0.3857142857142857
8,a,0.4228571428571429,0.6,0.5228571428571429,0.5685714285714286,0.5914285714285714,0.4914285714285714,0.6114285714285714,0.4028571428571428,0.6228571428571429,0.3342857142857143,0.5685714285714286,0.4028571428571428,0.5771428571428572,0.3142857142857143,0.5657142857142857,0.34,0.5571428571428572,0.3942857142857143,0.5114285714285715,0.3885714285714285,0.5142857142857142,0.3,0.5057142857142857,0.3457142857142857,0.5028571428571429,0.4057142857142857,0.46,0.3828571428571428,0.4571428571428571,0.3,0.4542857142857143,0.3428571428571428,0.4542857142857143,0.3971428571428571,0.4057142857142857,0.3828571428571428,0.4028571428571428,0.3142857142857143,0.4085714285714286,0.34,0.4171428571428571,0.38
9,a,0.4228571428571429,0.6085714285714285,0.5285714285714286,0.5714285714285714,0.5971428571428572,0.4914285714285714,0.6142857142857143,0.4,0.6285714285714286,0.3314285714285714,0.5685714285714286,0.4057142857142857,0.58,0.3114285714285714,0.5685714285714286,0.3371428571428571,0.5571428571428572,0.3914285714285714,0.5114285714285715,0.3942857142857143,0.5171428571428571,0.3,0.5085714285714286,0.34,0.5057142857142857,0.4,0.4542857142857143,0.3914285714285714,0.4571428571428571,0.3028571428571429,0.4542857142857143,0.3342857142857143,0.4542857142857143,0.3942857142857143,0.3942857142857143,0.3942857142857143,0.3971428571428571,0.3228571428571428,0.4028571428571428,0.3371428571428571,0.4114285714285714,0.3771428571428571
10,a,0.4171428571428571,0.6028571428571429,0.5228571428571429,0.5742857142857143,0.5942857142857143,0.4942857142857143,0.6142857142857143,0.4028571428571428,0.6257142857142857,0.3314285714285714,0.5657142857142857,0.4085714285714286,0.5771428571428572,0.3142857142857143,0.5685714285714286,0.3371428571428571,0.5571428571428572,0.3914285714285714,0.5114285714285715,0.3942857142857143,0.5171428571428571,0.3,0.5085714285714286,0.34,0.5028571428571429,0.4,0.4571428571428571,0.3885714285714285,0.46,0.3,0.4571428571428571,0.3314285714285714,0.4542857142857143,0.3914285714285714,0.4,0.3914285714285714,0.3971428571428571,0.3171428571428571,0.4057142857142857,0.3342857142857143,0.4142857142857143,0.3771428571428571
11,a,0.4228571428571429,0.6028571428571429,0.5228571428571429,0.5771428571428572,0.5971428571428572,0.5,0.62,0.4057142857142857,0.6285714285714286,0.3314285714285714,0.5685714285714286,0.4057142857142857,0.5828571428571429,0.3142857142857143,0.5685714285714286,0.34,0.5571428571428572,0.3942857142857143,0.5114285714285715,0.3885714285714285,0.5171428571428571,0.2942857142857142,0.5057142857142857,0.3371428571428571,0.5,0.4,0.4542857142857143,0.3857142857142857,0.4571428571428571,0.2971428571428571,0.4542857142857143,0.3342857142857143,0.4514285714285714,0.3914285714285714,0.4,0.3885714285714285,0.4,0.3142857142857143,0.4028571428571428,0.3342857142857143,0.4114285714285714,0.38
12,a,0.42,0.6085714285714285,0.5257142857142857,0.5771428571428572,0.5942857142857143,0.5028571428571429,0.6171428571428571,0.4114285714285714,0.6285714285714286,0.3371428571428571,0.5628571428571428,0.4057142857142857,0.5771428571428572,0.32,0.5685714285714286,0.3428571428571428,0.56,0.3942857142857143,0.5085714285714286,0.3885714285714285,0.52,0.3,0.5057142857142857,0.3428571428571428,0.5028571428571429,0.4,0.4542857142857143,0.3828571428571428,0.4571428571428571,0.3,0.4542857142857143,0.3371428571428571,0.4542857142857143,0.3914285714285714,0.3971428571428571,0.3857142857142857,0.4028571428571428,0.3142857142857143,0.4057142857142857,0.3371428571428571,0.4114285714285714,0.3771428571428571
13,a,0.42,0.6114285714285714,0.5257142857142857,0.58,0.5942857142857143,0.5028571428571429,0.62,0.4114285714285714,0.6285714285714286,0.3371428571428571,0.5628571428571428,0.4114285714285714,0.5771428571428572,0.3228571428571428,0.5714285714285714,0.34,0.56,0.3885714285714285,0.5057142857142857,0.3942857142857143,0.52,0.2971428571428571,0.5057142857142857,0.3371428571428571,0.5,0.3942857142857143,0.4514285714285714,0.3857142857142857,0.4571428571428571,0.3,0.4514285714285714,0.3314285714285714,0.4485714285714285,0.3885714285714285,0.3942857142857143,0.3885714285714285,0.4,0.3142857142857143,0.4057142857142857,0.3285714285714285,0.4114285714285714,0.3714285714285714
